PRE_NO,UNIT,ROUTE,REASON,Longitude,Latitude
PW7J00170,PW7台灣自來水股份有限公司第四區管理處大里服務所,塗城路(35號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7204341,24.08597755
PTBJ01252,PTB台灣電力股份有限公司台中區營業處(維護組),太原路一段528之5號(G5747DA0288.DA0254),孔蓋異常，恐影響民眾安危,120.6727104,24.16487708
PTBJ01253,PTB台灣電力股份有限公司台中區營業處(維護組),太原路一段與忠明五街口(G5647FA7268),孔蓋異常，恐影響民眾安危,120.6675363,24.16486953
PC3J00053,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,水源路(301號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.7376893,24.25575907
PTBJ01322,PTB台灣電力股份有限公司台中區營業處(維護組),向上南路一段(與大進街口),孔蓋異常，恐影響民眾安危,120.651268,24.14499361
PW4J00708,PW4台灣自來水股份有限公司第四區管理處台中給水廠,安順三街(42號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6869478,24.17371943
PWFJ00015,PWF台灣自來水股份有限公司第四區管理處烏日營運所,健行北路(7號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5976783,24.11084965
PTBJ01351,PTB台灣電力股份有限公司台中區營業處(維護組),惠中路二段(150之1號),孔蓋異常，恐影響民眾安危,120.6405808,24.15419899
PTBJ01352,PTB台灣電力股份有限公司台中區營業處(維護組),惠中路二段(150號),孔蓋異常，恐影響民眾安危,120.6405942,24.15432914
GW5J00341,GW5臺中市政府水利局(污水營運科),青島路三段(72號),孔蓋異常，恐影響民眾安危,120.6806723,24.16849561
PW4J00758,PW4台灣自來水股份有限公司第四區管理處台中給水廠,敦化路一段(406巷36號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6686446,24.18906927
GW5J00342,GW5臺中市政府水利局(污水營運科),福康路(119巷7號),孔蓋異常，恐影響民眾安危,120.6173433,24.18616866
GW5J00343,GW5臺中市政府水利局(污水營運科),安和路(福安東街),孔蓋異常，恐影響民眾安危,120.6248867,24.17988003
GW5J00344,GW5臺中市政府水利局(污水營運科),太原路二段222巷(40號),孔蓋異常，恐影響民眾安危,120.6816841,24.16449599
PW4J00759,PW4台灣自來水股份有限公司第四區管理處台中給水廠,西屯路２段(上石南二巷巷口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6464253,24.17133476
PW4J00812,PW4台灣自來水股份有限公司第四區管理處台中給水廠,國強街(與江興街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6973264,24.16335123
PW4J00813,PW4台灣自來水股份有限公司第四區管理處台中給水廠,福科路(655巷1弄2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6116273,24.18639131
PT5J00048,PT5台灣電力股份有限公司台中區營業處,中山路(521之21號旁),路面異常，恐影響民眾安危,120.5810269,24.28085597
PW4J00870,PW4台灣自來水股份有限公司第四區管理處台中給水廠,軍功路二段(432-1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7192071,24.1838664
PT5J00060,PT5台灣電力股份有限公司台中區營業處,鎮政路(12號前),路面異常，恐影響民眾安危,120.5610114,24.26569978
PWAJ00146,PWA台灣自來水股份有限公司第四區管理處清水營運所,台灣大道九段(臨港路四段),孔蓋異常，恐影響民眾安危,120.5250711,24.2542306
PW4J00912,PW4台灣自來水股份有限公司第四區管理處台中給水廠,崇德路一段(517號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6849801,24.16493273
PW4J00913,PW4台灣自來水股份有限公司第四區管理處台中給水廠,天津路四段(118號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6885924,24.16918598
PW4J00914,PW4台灣自來水股份有限公司第四區管理處台中給水廠,西屯路三段(宏安巷1之11號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6183797,24.18848759
PWCJ00135,PWC台灣自來水股份有限公司第四區管理處大雅營運所,神清路(175號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6568067,24.26955139
PTBJ01689,PTB台灣電力股份有限公司台中區營業處(維護組),忠明南路(658號),孔蓋異常，恐影響民眾安危,120.6580265,24.12840793
PTBJ01690,PTB台灣電力股份有限公司台中區營業處(維護組),忠明南路(727-2號),孔蓋異常，恐影響民眾安危,120.6586128,24.1276773
PTBJ01691,PTB台灣電力股份有限公司台中區營業處(維護組),忠明南路(704號),孔蓋異常，恐影響民眾安危,120.6587781,24.12728507
GW5J00408,GW5臺中市政府水利局(污水營運科),中山路(及市府路口),孔蓋異常，恐影響民眾安危,120.6806251,24.14006489
GW5J00409,GW5臺中市政府水利局(污水營運科),市府路(67號),孔蓋異常，恐影響民眾安危,120.6800578,24.13954649
GW5J00410,GW5臺中市政府水利局(污水營運科),民族路(42號),路面異常，恐影響民眾安危,120.6813353,24.13812543
GW5J00411,GW5臺中市政府水利局(污水營運科),興中街(88號),孔蓋異常，恐影響民眾安危,120.6797567,24.14430998
CG1J00347,CG1欣中天然氣股份有限公司,台中路146巷4-1號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6837836,24.13112669
PTBJ01693,PTB台灣電力股份有限公司台中區營業處(維護組),大容東一街7號(G5445CB0046),孔蓋異常，恐影響民眾安危,120.64809,24.15655063
PWFJ00021,PWF台灣自來水股份有限公司第四區管理處烏日營運所,九德街(63號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6434988,24.11229369
PTBJ01694,PTB台灣電力股份有限公司台中區營業處(維護組),南陽街(46巷1弄8號),孔蓋異常，恐影響民眾安危,120.661532,24.12540744
PTBJ01695,PTB台灣電力股份有限公司台中區營業處(維護組),建國北路二段(36號),孔蓋異常，恐影響民眾安危,120.6617158,24.1270018
PW7J00253,PW7台灣自來水股份有限公司第四區管理處大里服務所,中興東路(13號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7190359,24.12951396
PTBJ01696,PTB台灣電力股份有限公司台中區營業處(維護組),建國北路二段(36號),孔蓋異常，恐影響民眾安危,120.6617899,24.12703674
GC4J00024,GC4臺中市養護工程處(北北屯工程隊),西屯區台灣大道三段(光明陸橋),路面異常，恐影響民眾安危,120.6357242,24.17173286
PTBJ01728,PTB台灣電力股份有限公司台中區營業處(維護組),水湳路121巷1號(G5750DD9493),孔蓋異常，恐影響民眾安危,120.6736016,24.18129702
PTBJ01729,PTB台灣電力股份有限公司台中區營業處(維護組),五權西路二段(新富路口),孔蓋異常，恐影響民眾安危,120.6253816,24.1487585
PTBJ01730,PTB台灣電力股份有限公司台中區營業處(維護組),山西路三段90號(G5851GD1095),孔蓋異常，恐影響民眾安危,120.6836019,24.18545113
PWCJ00138,PWC台灣自來水股份有限公司第四區管理處大雅營運所,中山路(851巷37弄17號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6735396,24.25069899
GC4J00026,GC4臺中市養護工程處(北北屯工程隊),西屯區台灣大道三段(光明陸橋),路面異常，恐影響民眾安危,120.6360314,24.17150823
PW4J00950,PW4台灣自來水股份有限公司第四區管理處台中給水廠,市政路(惠中路一段口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6417895,24.15774056
GW7J00079,GW7臺中市政府水利局(水利養護工程科),向上路七段(與保成路口),孔蓋異常，恐影響民眾安危,120.5617378,24.2082406
CG1J00352,CG1欣中天然氣股份有限公司,大鵬路132巷4弄21號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6652342,24.17864828
PTBJ01753,PTB台灣電力股份有限公司台中區營業處(維護組),忠太西路與忠明八街口(G5746AE8856),孔蓋異常，恐影響民眾安危,120.67053,24.16445381
PTBJ01763,PTB台灣電力股份有限公司台中區營業處(維護組),正氣街(正氣街73巷口),孔蓋異常，恐影響民眾安危,120.6834383,24.12823087
PTBJ01764,PTB台灣電力股份有限公司台中區營業處(維護組),正氣街(正氣街73巷口),孔蓋異常，恐影響民眾安危,120.6834956,24.12828309
GW7J00082,GW7臺中市政府水利局(水利養護工程科),忠勇路(與七星北街口),孔蓋異常，恐影響民眾安危,120.6134566,24.14164043
PTBJ01765,PTB台灣電力股份有限公司台中區營業處(維護組),楓樹西街(366巷19號),孔蓋異常，恐影響民眾安危,120.6307532,24.11964875
PTBJ01766,PTB台灣電力股份有限公司台中區營業處(維護組),環中東路五段(120號),孔蓋異常，恐影響民眾安危,120.7034928,24.12537727
PT5J00074,PT5台灣電力股份有限公司台中區營業處,文昌路773巷(與建國東街20巷34號前等2處),路面異常，恐影響民眾安危,120.5319076,24.24663137
PC2J00392,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,台中市北區太原北路182巷2號(台中市北區太原北路182巷2號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6716259,24.16543347
PW4J00968,PW4台灣自來水股份有限公司第四區管理處台中給水廠,東英六街(76巷6號(溝底)),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7082842,24.13837687
PW7J00259,PW7台灣自來水股份有限公司第四區管理處大里服務所,建和街(17巷43號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7251265,24.12577796
PW4J00969,PW4台灣自來水股份有限公司第四區管理處台中給水廠,四川路(190號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6559196,24.1605547
PW4J00970,PW4台灣自來水股份有限公司第四區管理處台中給水廠,軍和街(489之1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7257617,24.17728604
PW4J00971,PW4台灣自來水股份有限公司第四區管理處台中給水廠,大墩二十街(與大聖街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6532352,24.159214
PW4J00972,PW4台灣自來水股份有限公司第四區管理處台中給水廠,三民路二段(171號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6811048,24.14399008
PWAJ00149,PWA台灣自來水股份有限公司第四區管理處清水營運所,中央路一段(921之2號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5383626,24.24824896
PC2J00393,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,精誠路760號(精誠路760號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6545153,24.13584392
PTBJ01767,PTB台灣電力股份有限公司台中區營業處(維護組),昌平路一段352號(G5949FA1587),孔蓋異常，恐影響民眾安危,120.690535,24.17420942
PTBJ01768,PTB台灣電力股份有限公司台中區營業處(維護組),安順東七街與大連路二段274巷口(G5949EB5300),孔蓋異常，恐影響民眾安危,120.6898836,24.17481854
PTBJ01769,PTB台灣電力股份有限公司台中區營業處(維護組),安順東七街129號(G5949EB14.EB0395),孔蓋異常，恐影響民眾安危,120.6894387,24.17486559
PW4J00973,PW4台灣自來水股份有限公司第四區管理處台中給水廠,五權西路二段(1068號),孔蓋異常，恐影響民眾安危,120.6292234,24.14763642
PW4J00974,PW4台灣自來水股份有限公司第四區管理處台中給水廠,榮華街(164巷8號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.687593,24.16436901
PWBJ00146,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,遊園路一段(85號對面),路面異常，恐影響民眾安危,120.5748765,24.16056711
CG1J00356,CG1欣中天然氣股份有限公司,自治街21巷3號一帶(大全街6巷24號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.671584,24.13737231
CG1J00357,CG1欣中天然氣股份有限公司,民權路229巷1號一帶(民權路229巷口一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6697199,24.1488882
PWBJ00147,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,斗潭路(312之1號(對面)),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5561162,24.22824508
PTBJ00771,PTB台灣電力股份有限公司台中區營業處(維護組),育賢路(215號),孔蓋異常，恐影響民眾安危,120.7185748,24.15825543
PTBJ00772,PTB台灣電力股份有限公司台中區營業處(維護組),育賢路(185號對面),孔蓋異常，恐影響民眾安危,120.7193557,24.15807812
PC2J00212,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,向上路一段(91-2),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6636562,24.14664057
PW4J00460,PW4台灣自來水股份有限公司第四區管理處台中給水廠,福星路(560號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.64586,24.17553581
PW4J00461,PW4台灣自來水股份有限公司第四區管理處台中給水廠,安和路(與協和北巷口),孔蓋異常，恐影響民眾安危,120.6207225,24.17138326
PTBJ00773,PTB台灣電力股份有限公司台中區營業處(維護組),鵬儀路320巷3弄(1號旁),孔蓋異常，恐影響民眾安危,120.7293435,24.12474417
CG2J00024,CG2欣林天然氣股份有限公司,溫泉路(11號前),路面異常，恐影響民眾安危,120.5895303,24.13779046
GW5J00214,GW5臺中市政府水利局(污水營運科),萬仙街(28-1號),孔蓋異常，恐影響民眾安危,120.7909079,24.2707995
GW5J00215,GW5臺中市政府水利局(污水營運科),萬仙街(28-3號),孔蓋異常，恐影響民眾安危,120.7910119,24.27112915
GW5J00216,GW5臺中市政府水利局(污水營運科),萬仙街(38號),孔蓋異常，恐影響民眾安危,120.7910589,24.27142502
GW5J00217,GW5臺中市政府水利局(污水營運科),萬仙街(56號),孔蓋異常，恐影響民眾安危,120.7912249,24.27207808
GW5J00218,GW5臺中市政府水利局(污水營運科),萬仙街(64-1號),孔蓋異常，恐影響民眾安危,120.791284,24.27235882
PTBJ00789,PTB台灣電力股份有限公司台中區營業處(維護組),龍富路五段267號(G5145GC5631),孔蓋異常，恐影響民眾安危,120.628874,24.15784611
PTCJ00048,PTC台灣電力股份有限公司台中區營業處豐原分處,中興路(228號前),孔蓋異常，恐影響民眾安危,120.7117406,24.24675975
PW4J00463,PW4台灣自來水股份有限公司第四區管理處台中給水廠,樹義路(200號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6528649,24.10961119
PTBJ00790,PTB台灣電力股份有限公司台中區營業處(維護組),烈美街與福星北三街口(G5351EC41.EC41),孔蓋異常，恐影響民眾安危,120.6424956,24.18441047
CG1J00205,CG1欣中天然氣股份有限公司,自由路(二段95-1號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6827927,24.14076882
PW4J00464,PW4台灣自來水股份有限公司第四區管理處台中給水廠,南屯路二段(與惠文南街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.641447,24.13845661
PW4J00465,PW4台灣自來水股份有限公司第四區管理處台中給水廠,北坑巷(國際高爾夫球場門口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7590126,24.16252058
PTCJ00049,PTC台灣電力股份有限公司台中區營業處豐原分處,仁洲街(88號),孔蓋異常，恐影響民眾安危,120.714044,24.25972555
PTBJ00791,PTB台灣電力股份有限公司台中區營業處(維護組),太平路與柳川西路四段口(G5843BD4842),孔蓋異常，恐影響民眾安危,120.678998,24.15006074
PTBJ00793,PTB台灣電力股份有限公司台中區營業處(維護組),大里一街(102號),孔蓋異常，恐影響民眾安危,120.6851557,24.10145008
PTBJ00794,PTB台灣電力股份有限公司台中區營業處(維護組),大公街(102之6號),孔蓋異常，恐影響民眾安危,120.6871896,24.130818
PTBJ00795,PTB台灣電力股份有限公司台中區營業處(維護組),光興路(1030號),孔蓋異常，恐影響民眾安危,120.7305632,24.11132047
PTBJ00796,PTB台灣電力股份有限公司台中區營業處(維護組),光興路(1066號旁),孔蓋異常，恐影響民眾安危,120.730847,24.11188593
CG1J00207,CG1欣中天然氣股份有限公司,南屯路1段152-5號一帶(五權八街131巷一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6608579,24.13329927
GW5J00221,GW5臺中市政府水利局(污水營運科),和福路(軍福十五路),路面異常，恐影響民眾安危,120.7236343,24.17408267
PWCJ00077,PWC台灣自來水股份有限公司第四區管理處大雅營運所,文秀路(中清路四段口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6442062,24.22710313
PTBJ00797,PTB台灣電力股份有限公司台中區營業處(維護組),梅亭街216號(G5846FA72),孔蓋異常，恐影響民眾安危,120.6831749,24.16030932
PC2J00219,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,松安街(161號),孔蓋異常，恐影響民眾安危,120.6948372,24.1812563
PC2J00220,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,東光六街(1號),孔蓋異常，恐影響民眾安危,120.7004855,24.15798014
PTBJ00822,PTB台灣電力股份有限公司台中區營業處(維護組),弘勇街與弘福街口(G6160CE4689.CE4686),孔蓋異常，恐影響民眾安危,120.7033091,24.22755489
CG1J00212,CG1欣中天然氣股份有限公司,中清路1段301號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6751935,24.16063016
PC3J00037,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,新興路(101號前),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6551372,24.27815272
CG1J00213,CG1欣中天然氣股份有限公司,忠明二街(41號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6654862,24.16399074
PTBJ00862,PTB台灣電力股份有限公司台中區營業處(維護組),宜昌路(460號),孔蓋異常，恐影響民眾安危,120.7144893,24.1458304
PTBJ00863,PTB台灣電力股份有限公司台中區營業處(維護組),宜昌路(512號),孔蓋異常，恐影響民眾安危,120.7150507,24.14660462
PT5J00034,PT5台灣電力股份有限公司台中區營業處,中興路(與中埠路口東南側),孔蓋異常，恐影響民眾安危,120.5778056,24.18651278
PT5J00035,PT5台灣電力股份有限公司台中區營業處,中興路(與中埠路口西北側),孔蓋異常，恐影響民眾安危,120.5776227,24.18671738
PT5J00036,PT5台灣電力股份有限公司台中區營業處,向上路六段(298號斜對面),孔蓋異常，恐影響民眾安危,120.576036,24.17737553
GW5J00222,GW5臺中市政府水利局(污水營運科),豐勢路(1042號),孔蓋異常，恐影響民眾安危,120.7757402,24.27675077
GW5J00236,GW5臺中市政府水利局(污水營運科),豐勢路(1042號),孔蓋異常，恐影響民眾安危,120.7757482,24.27675909
GW5J00237,GW5臺中市政府水利局(污水營運科),豐勢路(1042號),孔蓋異常，恐影響民眾安危,120.7757482,24.27670799
GW5J00238,GW5臺中市政府水利局(污水營運科),豐勢路(1068號),孔蓋異常，恐影響民眾安危,120.7752103,24.27679688
GW5J00239,GW5臺中市政府水利局(污水營運科),豐勢路(1073號),孔蓋異常，恐影響民眾安危,120.7783505,24.27585602
GW5J00240,GW5臺中市政府水利局(污水營運科),豐勢路(1078-1號),孔蓋異常，恐影響民眾安危,120.7748009,24.27687333
PW4J00488,PW4台灣自來水股份有限公司第四區管理處台中給水廠,新和街143巷(4號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6645506,24.12206812
PWAJ00072,PWA台灣自來水股份有限公司第四區管理處清水營運所,中央路二段(428號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5425837,24.25980294
PWCJ00078,PWC台灣自來水股份有限公司第四區管理處大雅營運所,中清路四段(917巷13號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6291978,24.24036884
PW4J00491,PW4台灣自來水股份有限公司第四區管理處台中給水廠,仁和路(203號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6810441,24.12644531
PTBJ00864,PTB台灣電力股份有限公司台中區營業處(維護組),柳川西路一段(三民西路至建國北路),孔蓋異常，恐影響民眾安危,120.6586711,24.12784951
PTBJ00865,PTB台灣電力股份有限公司台中區營業處(維護組),中山路四段(市民大道一段至環中路四段),孔蓋異常，恐影響民眾安危,120.7115052,24.14982387
PTBJ00867,PTB台灣電力股份有限公司台中區營業處(維護組),柳川西路一段(34號),孔蓋異常，恐影響民眾安危,120.658685,24.12939934
CG5J00006,CG5欣彰天然氣股份有限公司台中港營業所,甲后路五段558號(甲后路五段558號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6304649,24.34614035
PC2J00226,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,松竹路三段(后庄路口),孔蓋異常，恐影響民眾安危,120.6715232,24.19280111
PTBJ00868,PTB台灣電力股份有限公司台中區營業處(維護組),中興街285巷(39號對面),孔蓋異常，恐影響民眾安危,120.6620671,24.15416429
PC3J00038,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,富翁街(38號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.7465542,24.26292137
PTBJ00869,PTB台灣電力股份有限公司台中區營業處(維護組),西屯路一段167巷(博館一街至博館二街),孔蓋異常，恐影響民眾安危,120.6693549,24.15275216
PTBJ00870,PTB台灣電力股份有限公司台中區營業處(維護組),柳川西路一段(與忠明南路691巷口),孔蓋異常，恐影響民眾安危,120.6587194,24.1291224
PTBJ00871,PTB台灣電力股份有限公司台中區營業處(維護組),柳川西路一段(20號),孔蓋異常，恐影響民眾安危,120.6586827,24.12866734
PW4J00492,PW4台灣自來水股份有限公司第四區管理處台中給水廠,五權南路(南平路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6696908,24.12640662
PTBJ00872,PTB台灣電力股份有限公司台中區營業處(維護組),建國南路一段(262之1號),孔蓋異常，恐影響民眾安危,120.6586967,24.12479282
PTBJ00873,PTB台灣電力股份有限公司台中區營業處(維護組),松竹路二段與昌平路二段口(G5950DE0269),孔蓋異常，恐影響民眾安危,120.6883823,24.18207725
PTBJ00882,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十三路與和祥五街口(G6448AC8955),孔蓋異常，恐影響民眾安危,120.7255727,24.17192725
PTBJ00883,PTB台灣電力股份有限公司台中區營業處(維護組),軍福十三路與和祥五街口(G6448AD8155),孔蓋異常，恐影響民眾安危,120.7255781,24.17206674
PTBJ00887,PTB台灣電力股份有限公司台中區營業處(維護組),美村路一段596巷(26號前),辦理路面抽查挖掘案件,120.6604876,24.1376262
PTBJ00888,PTB台灣電力股份有限公司台中區營業處(維護組),中山路三段(65號),孔蓋異常，恐影響民眾安危,120.7178407,24.14871313
CG1J00216,CG1欣中天然氣股份有限公司,工業區一路98巷7弄6號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6134657,24.17506293
CG1J00219,CG1欣中天然氣股份有限公司,武昌路50號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6679651,24.16873904
GW5J00253,GW5臺中市政府水利局(污水營運科),衛道路(185之3號前),路面異常，恐影響民眾安危,120.6813912,24.16236504
PW7J00139,PW7台灣自來水股份有限公司第四區管理處大里服務所,儀東路(130號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7315736,24.12820913
PTBJ00915,PTB台灣電力股份有限公司台中區營業處(維護組),東興路三段與精明路口(G5545BC37),孔蓋異常，恐影響民眾安危,120.6553969,24.15809011
PC3J00041,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,神清路(294號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6563054,24.27163942
PW4J00509,PW4台灣自來水股份有限公司第四區管理處台中給水廠,和祥路一段(與軍福十五路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7271039,24.17394349
GW9J00003,GW9臺中市政府水利局(污水設施科),南陽路(南陽路與惠陽街口),孔蓋異常，恐影響民眾安危,120.7222978,24.24851026
PW7J00140,PW7台灣自來水股份有限公司第四區管理處大里服務所,宜昌東路(41號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.719042,24.14104883
PTCJ00054,PTC台灣電力股份有限公司台中區營業處豐原分處,南陽路(與自強南街交叉口處),孔蓋異常，恐影響民眾安危,120.7237562,24.24735668
PW7J00141,PW7台灣自來水股份有限公司第四區管理處大里服務所,萬安路(77號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6674528,24.10766572
PW4J00510,PW4台灣自來水股份有限公司第四區管理處台中給水廠,惠中路二段(與市政路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6419525,24.15711814
PW4J00511,PW4台灣自來水股份有限公司第四區管理處台中給水廠,中清路二段(1250巷162號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6606031,24.19731457
GW7J00037,GW7臺中市政府水利局(水利養護工程科),西屯路二段(與西屯路二段208巷口),孔蓋異常，恐影響民眾安危,120.6492109,24.16836244
PW4J00262,PW4台灣自來水股份有限公司第四區管理處台中給水廠,民生路(與中美街口),孔蓋異常，恐影響民眾安危,120.6601707,24.14434848
CG1J00141,CG1欣中天然氣股份有限公司,北屯路242號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6978141,24.17028345
PTBJ01050,PTB台灣電力股份有限公司台中區營業處(維護組),東山路一段與和祥路一段口(往南約35公尺G6449CC66),孔蓋異常，恐影響民眾安危,120.7273395,24.17630859
PTBJ01051,PTB台灣電力股份有限公司台中區營業處(維護組),東山路一段369-23號(G6449BC5953),孔蓋異常，恐影響民眾安危,120.7261801,24.17638768
CG2J00027,CG2欣林天然氣股份有限公司,大里區新仁路一段(219號至217號巷口),孔蓋異常，恐影響民眾安危,120.7011489,24.1105714
PTCJ00068,PTC台灣電力股份有限公司台中區營業處豐原分處,二崁路568巷(22號前),孔蓋異常，恐影響民眾安危,120.6338323,24.3258212
PTCJ00069,PTC台灣電力股份有限公司台中區營業處豐原分處,甲后路五段(26號前),孔蓋異常，恐影響民眾安危,120.6390955,24.34153871
GW5J00289,GW5臺中市政府水利局(污水營運科),豐勢路(1087號往東30m),孔蓋異常，恐影響民眾安危,120.7776953,24.27615193
GW5J00290,GW5臺中市政府水利局(污水營運科),豐勢路(與石岡街路口往東80m),孔蓋異常，恐影響民眾安危,120.7786019,24.27577539
GW5J00291,GW5臺中市政府水利局(污水營運科),豐勢路(1016號),孔蓋異常，恐影響民眾安危,120.7762872,24.27661507
GW5J00292,GW5臺中市政府水利局(污水營運科),豐勢路(1091號),孔蓋異常，恐影響民眾安危,120.777427,24.2762688
GW5J00293,GW5臺中市政府水利局(污水營運科),豐勢路(1097號),孔蓋異常，恐影響民眾安危,120.7771615,24.27635927
GW5J00294,GW5臺中市政府水利局(污水營運科),豐勢路(1101號),孔蓋異常，恐影響民眾安危,120.7771202,24.27640746
GW5J00295,GW5臺中市政府水利局(污水營運科),豐勢路(1111號),孔蓋異常，恐影響民眾安危,120.7767929,24.27645391
GW5J00296,GW5臺中市政府水利局(污水營運科),豐勢路(1117號),孔蓋異常，恐影響民眾安危,120.7766347,24.27647775
PC4J00010,PC4中華電信股份有限公司臺中營運處第四客戶網路中心,二崁路706巷26號(二崁路706巷26號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.62083,24.33118016
PW7J00171,PW7台灣自來水股份有限公司第四區管理處大里服務所,仁化路(354號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7070683,24.09530317
PW7J00172,PW7台灣自來水股份有限公司第四區管理處大里服務所,永富街(86號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7145104,24.1189542
PW4J00645,PW4台灣自來水股份有限公司第四區管理處台中給水廠,五權南路(與忠明南路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6699613,24.11901571
PW4J00654,PW4台灣自來水股份有限公司第四區管理處台中給水廠,河南路二段(426號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6456434,24.17254207
PTBJ01274,PTB台灣電力股份有限公司台中區營業處(維護組),大墩二十街與大容東街口(G5446FA13),孔蓋異常，恐影響民眾安危,120.6511667,24.1603554
PTBJ01301,PTB台灣電力股份有限公司台中區營業處(維護組),中清路二段1291號(G5553ED8183),孔蓋異常，恐影響民眾安危,120.6586936,24.1944194
PTBJ01302,PTB台灣電力股份有限公司台中區營業處(維護組),中清路二段1245號(G5553FC3274),孔蓋異常，恐影響民眾安危,120.6592293,24.19364654
PC4J00016,PC4中華電信股份有限公司臺中營運處第四客戶網路中心,中山南路(345),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.5860207,24.34653252
