PRE_NO,UNIT,ROUTE,REASON,Longitude,Latitude
PC4J00017,PC4中華電信股份有限公司臺中營運處第四客戶網路中心,中山南路(351),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.5858015,24.34678896
PC4J00018,PC4中華電信股份有限公司臺中營運處第四客戶網路中心,月湖路(90巷16號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.7082189,24.31523021
PW4J00718,PW4台灣自來水股份有限公司第四區管理處台中給水廠,惠文路(與市政路),路面異常，恐影響民眾安危,120.6436596,24.15617658
PTBJ01365,PTB台灣電力股份有限公司台中區營業處(維護組),萬興路(大明三街至大明五街),孔蓋異常，恐影響民眾安危,120.5388447,24.15994013
PTBJ01366,PTB台灣電力股份有限公司台中區營業處(維護組),大德三街(61號前),孔蓋異常，恐影響民眾安危,120.538955,24.15625694
PTBJ01367,PTB台灣電力股份有限公司台中區營業處(維護組),正義街(35號),孔蓋異常，恐影響民眾安危,120.6787782,24.13278457
PTBJ01382,PTB台灣電力股份有限公司台中區營業處(維護組),青島路三段42號(G5847CE3304),孔蓋異常，恐影響民眾安危,120.6797809,24.16852237
PTBJ01383,PTB台灣電力股份有限公司台中區營業處(維護組),環河路二段(五光路631巷至五光路961巷),孔蓋異常，恐影響民眾安危,120.6299068,24.09527498
GW5J00338,GW5臺中市政府水利局(污水營運科),大進街27巷(2號),孔蓋異常，恐影響民眾安危,120.6510886,24.14221553
GW5J00339,GW5臺中市政府水利局(污水營運科),福元路(距臺灣大道四段路口60m),孔蓋異常，恐影響民眾安危,120.6267576,24.17824963
PW7J00207,PW7台灣自來水股份有限公司第四區管理處大里服務所,新仁路一段(96號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7050844,24.11152134
PW7J00208,PW7台灣自來水股份有限公司第四區管理處大里服務所,成功東路(189號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7224609,24.12937351
PC3J00067,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,大富路一段(108號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6845117,24.21592716
PC3J00068,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,勝利路(313號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.7004978,24.21392095
PW4J00727,PW4台灣自來水股份有限公司第四區管理處台中給水廠,民生路(32號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6795587,24.13547748
PT1J00017,PT1台灣電力股份有限公司台中區營業處,旱溪西路三段(與東山路一段140巷64弄口),路面異常，恐影響民眾安危,120.7054198,24.16675157
PT1J00018,PT1台灣電力股份有限公司台中區營業處,旱西東路三段(與景賢南一路口),路面異常，恐影響民眾安危,120.7064784,24.1661108
PTBJ01477,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段69號(G5947CC26),孔蓋異常，恐影響民眾安危,120.6876175,24.16698067
PTBJ01478,PTB台灣電力股份有限公司台中區營業處(維護組),興中街(80號),孔蓋異常，恐影響民眾安危,120.6794198,24.14407639
PTBJ01479,PTB台灣電力股份有限公司台中區營業處(維護組),復興路四段(60號),孔蓋異常，恐影響民眾安危,120.6844556,24.13508081
PTBJ01480,PTB台灣電力股份有限公司台中區營業處(維護組),大智路(209號),孔蓋異常，恐影響民眾安危,120.6901679,24.13199311
PW4J00771,PW4台灣自來水股份有限公司第四區管理處台中給水廠,十甲東路(120號),孔蓋異常，恐影響民眾安危,120.7030299,24.12857581
PWAJ00125,PWA台灣自來水股份有限公司第四區管理處清水營運所,華江北街(88號前),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5656725,24.27336927
PTBJ01484,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段1號旁(G5947AC0687),孔蓋異常，恐影響民眾安危,120.6854757,24.16703916
CG1J00307,CG1欣中天然氣股份有限公司,長安路二段159號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6651941,24.17391722
PTBJ01485,PTB台灣電力股份有限公司台中區營業處(維護組),惠中路三段(90號),孔蓋異常，恐影響民眾安危,120.6405585,24.14742498
PTBJ01486,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段8號旁(G5947AC1583),孔蓋異常，恐影響民眾安危,120.6856135,24.16689989
PTCJ00089,PTC台灣電力股份有限公司台中區營業處豐原分處,四月路(41之7號左邊210公尺處),孔蓋異常，恐影響民眾安危,120.6727765,24.30475865
PW4J00777,PW4台灣自來水股份有限公司第四區管理處台中給水廠,樂業路(468號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.707147,24.13627315
PWAJ00126,PWA台灣自來水股份有限公司第四區管理處清水營運所,港口路(200巷37號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5403803,24.27042735
PTBJ01490,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段50號(G5947BC0542),孔蓋異常，恐影響民眾安危,120.6864032,24.16688794
PW7J00228,PW7台灣自來水股份有限公司第四區管理處大里服務所,成功二路(203號斜對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7039563,24.09769311
PTBJ01491,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段與榮華街口(G5947BC3499),孔蓋異常，恐影響民眾安危,120.6868627,24.1668575
PTBJ01492,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路五段55號對面(G5947BC8409),孔蓋異常，恐影響民眾安危,120.6872296,24.16687857
PW4J00778,PW4台灣自來水股份有限公司第四區管理處台中給水廠,祥順東路一段(20號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7290157,24.16217996
PW4J00781,PW4台灣自來水股份有限公司第四區管理處台中給水廠,昌平東一路(與崇德十一路),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6869321,24.18932143
PTCJ00091,PTC台灣電力股份有限公司台中區營業處豐原分處,四月路(29之16號旁對向道往北400公尺處后神路上),孔蓋異常，恐影響民眾安危,120.680524,24.31299202
PTBJ01496,PTB台灣電力股份有限公司台中區營業處(維護組),西屯路一段(與日興街口),孔蓋異常，恐影響民眾安危,120.673549,24.14923386
PTCJ00092,PTC台灣電力股份有限公司台中區營業處豐原分處,甲后路(1139巷與后神路交叉路口處),孔蓋異常，恐影響民眾安危,120.6806863,24.31368986
PTBJ01497,PTB台灣電力股份有限公司台中區營業處(維護組),民權路(243號),孔蓋異常，恐影響民眾安危,120.6704219,24.15160074
PTCJ00093,PTC台灣電力股份有限公司台中區營業處豐原分處,台中花博后里馬場園區內(寺山路38巷22號對面),孔蓋異常，恐影響民眾安危,120.7343319,24.29974763
PW4J00782,PW4台灣自來水股份有限公司第四區管理處台中給水廠,環中路二段(351之6號),孔蓋異常，恐影響民眾安危,120.6440931,24.19401566
PWBJ00128,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,沙田路5段龍目井巷(23號南邊50公尺處),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5483823,24.20145383
PTCJ00094,PTC台灣電力股份有限公司台中區營業處豐原分處,復興路(與博愛街交叉口處),孔蓋異常，恐影響民眾安危,120.720877,24.25063557
CG1J00309,CG1欣中天然氣股份有限公司,自由路2段35巷5號一帶(自由路2段35巷1號至6號一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.680717,24.13950179
CG1J00310,CG1欣中天然氣股份有限公司,東山路一段208-10號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7128933,24.17269182
PW4J00784,PW4台灣自來水股份有限公司第四區管理處台中給水廠,國光路(81號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6778493,24.12952928
PTBJ01504,PTB台灣電力股份有限公司台中區營業處(維護組),南平路(2之30號前),孔蓋異常，恐影響民眾安危,120.6613064,24.11980914
PTBJ01505,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路四段387號(G5847GC77),孔蓋異常，恐影響民眾安危,120.6841869,24.16705309
PTBJ01506,PTB台灣電力股份有限公司台中區營業處(維護組),西川一路(193號斜對面),孔蓋異常，恐影響民眾安危,120.6565594,24.12661881
PTBJ01507,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路四段與漢口路四段381巷口(G5847GC37),孔蓋異常，恐影響民眾安危,120.6838485,24.16710062
PTBJ01508,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路四段375-1號(G5847GC07),孔蓋異常，恐影響民眾安危,120.6834064,24.16709634
PTBJ01509,PTB台灣電力股份有限公司台中區營業處(維護組),西川一路(與崇倫街116巷口),孔蓋異常，恐影響民眾安危,120.6565919,24.12670633
PTBJ01510,PTB台灣電力股份有限公司台中區營業處(維護組),西川一路(225號),孔蓋異常，恐影響民眾安危,120.65713,24.12556778
PTBJ01511,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路四段367號(G5847FC67),孔蓋異常，恐影響民眾安危,120.6830281,24.16708596
PTBJ01513,PTB台灣電力股份有限公司台中區營業處(維護組),漢口路四段353號(G5847EC87),孔蓋異常，恐影響民眾安危,120.6822647,24.16710973
PW4J00787,PW4台灣自來水股份有限公司第四區管理處台中給水廠,台灣大道二段(與民權路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.670189,24.15077503
GW7J00059,GW7臺中市政府水利局(水利養護工程科),中興路二段(667號(全泰銀樓前)),孔蓋異常，恐影響民眾安危,120.6895153,24.11641429
PTBJ01080,PTB台灣電力股份有限公司台中區營業處(維護組),潭子街三段(95號前G6158EB6283),孔蓋異常，恐影響民眾安危,120.7055981,24.2155297
PTBJ01142,PTB台灣電力股份有限公司台中區營業處(維護組),環中路八段(79號旁),孔蓋異常，恐影響民眾安危,120.6482313,24.08649264
PWCJ00094,PWC台灣自來水股份有限公司第四區管理處大雅營運所,雅楓街(184號前),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6644062,24.23548541
PTBJ01143,PTB台灣電力股份有限公司台中區營業處(維護組),工業區一路58巷33弄33-1號(G4950GB9474),孔蓋異常，恐影響民眾安危,120.6135349,24.17940411
PTBJ01144,PTB台灣電力股份有限公司台中區營業處(維護組),福中八街11號(G5050BA14.BA13),孔蓋異常，恐影響民眾安危,120.615654,24.17852011
CG1J00249,CG1欣中天然氣股份有限公司,東大路一段(東大路一段170號附近),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6026154,24.18368073
PC2J00262,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,中平路160號(中平路160號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6624225,24.1761284
PTBJ01145,PTB台灣電力股份有限公司台中區營業處(維護組),振興路(與振興路280巷口),孔蓋異常，恐影響民眾安危,120.7017192,24.13174327
GW5J00304,GW5臺中市政府水利局(污水營運科),惠中路三段(與向上路二段路口),孔蓋異常，恐影響民眾安危,120.6406835,24.14689551
PWCJ00095,PWC台灣自來水股份有限公司第四區管理處大雅營運所,民生路四段(161巷208號),孔蓋異常，恐影響民眾安危,120.663692,24.24106135
PW4J00646,PW4台灣自來水股份有限公司第四區管理處台中給水廠,復新街(82號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6765171,24.12491583
PW4J00653,PW4台灣自來水股份有限公司第四區管理處台中給水廠,新興路(9巷3號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6622979,24.19481296
PW7J00191,PW7台灣自來水股份有限公司第四區管理處大里服務所,新平路一段(126巷7號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7167452,24.13245226
PC2J00306,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,重慶路(143號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6565776,24.16656097
PW4J00703,PW4台灣自來水股份有限公司第四區管理處台中給水廠,復新街(51號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6771868,24.1249189
CG1J00280,CG1欣中天然氣股份有限公司,立德街226號(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.688602,24.1298105
PTBJ01337,PTB台灣電力股份有限公司台中區營業處(維護組),環中路四段(與龍富八路口),孔蓋異常，恐影響民眾安危,120.6246738,24.13236605
PTBJ01338,PTB台灣電力股份有限公司台中區營業處(維護組),永春東七路(龍鎮二街至龍富路三段),孔蓋異常，恐影響民眾安危,120.6297242,24.12990939
PTBJ01339,PTB台灣電力股份有限公司台中區營業處(維護組),大同街(205號),孔蓋異常，恐影響民眾安危,120.6539222,24.14619224
PW4J00717,PW4台灣自來水股份有限公司第四區管理處台中給水廠,天津路四段(118號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.688579,24.16918843
GW5J00333,GW5臺中市政府水利局(污水營運科),台灣大道三段(環中路三段~台灣大道三段729巷),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6346473,24.17221114
PW4J00721,PW4台灣自來水股份有限公司第四區管理處台中給水廠,大有五街(39號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6595509,24.16260271
PW2J00036,PW2台灣自來水股份有限公司第四區管理處豐原給水廠,豐洲路256巷(27號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7092103,24.26021038
